iid,gender,wave,order,partner,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,you_call,them_cal,date_3,numdat_3,num_in_3
105,1,4,17,12,0,0.27,0,23,2,15.00,15.00,20.00,15.00,15.00,20.00,0,1.00,6.00,7.00,7.00,9.00,4.00,2.00,5.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,1,8.00,7.00,7.00,6.00,7.00,5.00,7.00,1.00,2,,6,1,3,8,6,1,,4
105,1,4,16,13,0,0.15,0,23,2,15.00,15.00,20.00,15.00,20.00,15.00,0,6.00,9.00,10.00,10.00,10.00,8.00,8.00,6.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,1,7.00,8.00,8.00,8.00,7.00,7.00,7.00,5.00,2,,6,1,3,8,6,1,,4
105,1,4,11,14,0,-0.22,0,27,2,25.00,15.00,20.00,20.00,20.00,0.00,0,6.00,9.00,9.00,7.00,7.00,5.00,5.00,5.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,1,7.00,8.00,9.00,6.00,8.00,5.00,7.00,5.00,2,,6,1,3,8,6,1,,4
105,1,4,12,15,0,0.28,0,23,4,15.00,21.00,18.00,18.00,10.00,18.00,0,5.00,7.00,6.00,7.00,7.00,6.00,5.00,4.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,0,6.00,7.00,7.00,5.00,6.00,5.00,6.00,3.00,2,,6,1,3,8,6,1,,4
105,1,4,1,16,1,-0.24,0,25,6,15.00,3.00,50.00,20.00,2.00,10.00,1,7.00,10.00,10.00,10.00,10.00,10.00,,8.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,1,8.00,8.00,10.00,9.00,7.00,7.00,8.00,10.00,1,,6,1,3,8,6,1,,4
105,1,4,7,17,1,0.03,0,29,2,10.00,20.00,20.00,20.00,20.00,10.00,1,7.00,8.00,9.00,9.00,8.00,8.00,7.00,6.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,1,8.00,7.00,8.00,7.00,6.00,6.00,7.00,3.00,2,,6,1,3,8,6,1,,4
105,1,4,8,18,0,-0.36,0,29,2,14.00,20.00,18.00,24.00,18.00,6.00,0,7.00,7.00,7.00,7.00,7.00,6.00,7.00,6.00,2,25,law,1.00,,,,1,1,1,Texas,"78,759","41,547.00",2,7,1,Law,1.00,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,1,1,8.00,7.00,8.00,7.00,6.00,5.00,7.00,4.00,2,,6,1,3,8,6,1,,4
106,1,4,3,1,0,0.06,0,34,2,10.00,10.00,30.00,20.00,10.00,20.00,1,4.00,8.00,8.00,6.00,6.00,,5.00,5.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,8.00,3.00,7.00,8.00,4.00,,3.00,2.00,2,4.00,8,3,3,0,1,1,,
106,1,4,8,2,0,-0.11,0,22,2,15.00,20.00,20.00,20.00,15.00,10.00,0,5.00,6.00,7.00,5.00,6.00,4.00,4.00,5.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,7.00,5.00,7.00,6.00,4.00,,8.00,5.00,2,4.00,8,3,3,0,1,1,,
106,1,4,14,3,1,0.09,1,23,3,10.00,25.00,20.00,10.00,20.00,15.00,1,5.00,9.00,9.00,,,,9.00,1.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,10.00,10.00,10.00,8.00,8.00,,8.00,2.00,2,4.00,8,3,3,0,1,1,,
106,1,4,13,4,0,0.24,0,26,4,10.00,20.00,15.00,20.00,20.00,15.00,0,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,8.00,10.00,10.00,6.00,9.00,8.00,9.00,2.00,2,4.00,8,3,3,0,1,1,,
106,1,4,12,5,0,0.05,0,27,4,10.00,20.00,20.00,10.00,20.00,20.00,0,7.00,9.00,8.00,8.00,8.00,,7.00,6.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,8.00,10.00,7.00,3.00,10.00,4.00,5.00,3.00,2,4.00,8,3,3,0,1,1,,
106,1,4,17,6,0,0.09,0,28,2,10.00,10.00,20.00,20.00,20.00,20.00,0,4.00,9.00,8.00,9.00,8.00,3.00,7.00,2.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,9.00,5.00,6.00,3.00,10.00,9.00,3.00,7.00,2,4.00,8,3,3,0,1,1,,
106,1,4,4,7,0,0.04,0,25,6,20.00,20.00,20.00,20.00,10.00,10.00,0,5.00,10.00,9.00,8.00,9.00,7.00,8.00,8.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,6.00,10.00,5.00,5.00,3.00,,6.00,6.00,2,4.00,8,3,3,0,1,1,,
106,1,4,10,8,0,0.17,1,35,3,10.00,32.00,20.00,12.00,11.00,15.00,0,5.00,8.00,8.00,8.00,8.00,8.00,4.00,3.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,7.00,2,4.00,8,3,3,0,1,1,,
106,1,4,11,9,0,-0.06,1,32,3,30.00,30.00,30.00,5.00,0.00,5.00,0,4.00,6.00,8.00,6.00,5.00,5.00,5.00,4.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,10.00,10.00,10.00,8.00,8.00,8.00,10.00,6.00,2,4.00,8,3,3,0,1,1,,
106,1,4,18,10,0,0.44,0,30,2,20.00,25.00,15.00,15.00,15.00,10.00,0,6.00,8.00,7.00,6.00,8.00,2.00,6.00,5.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,6.00,10.00,6.00,3.00,6.00,,4.00,5.00,2,4.00,8,3,3,0,1,1,,
106,1,4,5,11,0,0.21,0,22,2,15.00,20.00,20.00,20.00,5.00,20.00,1,5.00,7.00,7.00,7.00,7.00,6.00,7.00,7.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,8.00,6.00,7.00,8.00,9.00,1.00,7.00,6.00,2,4.00,8,3,3,0,1,1,,
106,1,4,7,12,0,-0.26,0,23,2,15.00,15.00,20.00,15.00,15.00,20.00,0,2.00,4.00,5.00,4.00,7.00,3.00,1.00,6.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,7.00,3.00,6.00,8.00,4.00,,5.00,2.00,2,4.00,8,3,3,0,1,1,,
106,1,4,6,13,0,0.18,0,23,2,15.00,15.00,20.00,15.00,20.00,15.00,0,2.00,10.00,10.00,2.00,2.00,3.00,7.00,2.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,8.00,10.00,8.00,8.00,6.00,5.00,7.00,3.00,2,4.00,8,3,3,0,1,1,,
106,1,4,1,14,0,0.38,0,27,2,25.00,15.00,20.00,20.00,20.00,0.00,0,8.00,10.00,10.00,9.00,10.00,5.00,9.00,5.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,8.00,8.00,8.00,8.00,10.00,,8.00,5.00,2,4.00,8,3,3,0,1,1,,
106,1,4,2,15,0,0.10,0,23,4,15.00,21.00,18.00,18.00,10.00,18.00,1,6.00,7.00,7.00,8.00,7.00,5.00,6.00,3.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,6.00,10.00,8.00,3.00,,4.00,7.00,7.00,2,4.00,8,3,3,0,1,1,,
106,1,4,9,16,1,0.31,0,25,6,15.00,3.00,50.00,20.00,2.00,10.00,1,5.00,7.00,8.00,7.00,7.00,,8.00,5.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,6.00,2,4.00,8,3,3,0,1,1,,
106,1,4,15,17,0,0.06,0,29,2,10.00,20.00,20.00,20.00,20.00,10.00,0,7.00,8.00,8.00,8.00,8.00,7.00,7.00,6.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,0,6.00,10.00,4.00,4.00,6.00,,2.00,1.00,2,4.00,8,3,3,0,1,1,,
106,1,4,16,18,0,0.37,0,29,2,14.00,20.00,18.00,24.00,18.00,6.00,0,7.00,7.00,7.00,7.00,7.00,7.00,7.00,6.00,2,22,Law,1.00,,,,3,1,3,Texas,"76,513","23,361.00",5,7,3,Law,1.00,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,1,9.00,10.00,10.00,8.00,8.00,8.00,10.00,6.00,2,4.00,8,3,3,0,1,1,,
107,1,4,12,1,1,0.36,1,34,2,10.00,10.00,30.00,20.00,10.00,20.00,1,8.00,6.00,7.00,10.00,,8.00,10.00,5.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,2,,8,1,3,,,,,
107,1,4,17,2,1,0.63,1,22,2,15.00,20.00,20.00,20.00,15.00,10.00,1,9.00,9.00,9.00,10.00,9.00,10.00,10.00,7.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,6.00,8.00,8.00,8.00,9.00,7.00,6.50,7.00,2,,8,1,3,,,,,
107,1,4,5,3,1,0.65,0,23,3,10.00,25.00,20.00,10.00,20.00,15.00,1,9.00,9.00,9.00,9.00,9.00,9.00,10.00,1.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,6.50,7.00,6.50,5.00,5.00,5.00,5.50,5.00,2,,8,1,3,,,,,
107,1,4,4,4,1,0.52,0,26,4,10.00,20.00,15.00,20.00,20.00,15.00,1,5.00,7.00,7.00,7.00,5.00,6.00,6.00,5.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,6.00,8.00,9.00,7.00,6.00,5.00,6.00,5.00,2,,8,1,3,,,,,
107,1,4,3,5,0,0.07,0,27,4,10.00,20.00,20.00,10.00,20.00,20.00,0,6.00,9.00,8.00,8.00,9.00,8.00,7.00,9.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,0,6.00,8.00,8.00,5.50,6.00,2.00,5.00,6.50,2,,8,1,3,,,,,
107,1,4,8,6,0,0.51,1,28,2,10.00,10.00,20.00,20.00,20.00,20.00,0,2.00,7.00,6.00,8.00,6.00,4.00,8.00,10.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,10.00,9.00,9.00,9.00,9.00,8.00,9.00,7.00,2,,8,1,3,,,,,
107,1,4,13,7,1,0.71,0,25,6,20.00,20.00,20.00,20.00,10.00,10.00,1,7.00,10.00,9.00,10.00,8.00,9.00,10.00,8.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,8.00,8.00,8.00,8.00,7.00,7.50,8.50,6.50,2,,8,1,3,,,,,
107,1,4,1,8,1,0.72,0,35,3,10.00,32.00,20.00,12.00,11.00,15.00,1,8.00,8.00,8.00,7.00,5.00,8.00,4.00,3.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,9.00,10.00,9.00,8.00,7.00,6.50,8.00,9.00,2,,8,1,3,,,,,
107,1,4,2,9,0,0.71,0,32,3,30.00,30.00,30.00,5.00,0.00,5.00,0,4.00,8.00,8.00,5.00,7.00,6.00,7.00,7.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,0,7.00,7.00,8.50,6.50,9.00,4.00,5.00,3.00,2,,8,1,3,,,,,
107,1,4,9,10,1,0.56,1,30,2,20.00,25.00,15.00,15.00,15.00,10.00,1,7.00,6.00,6.00,5.00,6.00,5.00,6.00,6.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,8.00,8.00,7.00,8.00,6.00,8.00,7.00,6.00,2,,8,1,3,,,,,
107,1,4,14,11,1,0.52,1,22,2,15.00,20.00,20.00,20.00,5.00,20.00,1,10.00,7.00,7.00,6.00,6.00,8.00,5.00,2.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,8.00,8.00,8.00,7.00,8.00,8.00,8.00,8.00,2,,8,1,3,,,,,
107,1,4,16,12,1,0.72,1,23,2,15.00,15.00,20.00,15.00,15.00,20.00,1,8.00,10.00,8.00,9.00,8.00,8.00,8.00,8.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,9.00,9.00,9.00,9.00,9.00,8.50,8.00,8.00,2,,8,1,3,,,,,
107,1,4,15,13,0,0.18,1,23,2,15.00,15.00,20.00,15.00,20.00,15.00,0,3.00,10.00,10.00,10.00,10.00,6.00,7.00,8.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,9.00,9.00,9.00,9.00,9.00,9.00,8.00,8.00,1,,8,1,3,,,,,
107,1,4,10,14,0,0.58,1,27,2,25.00,15.00,20.00,20.00,20.00,0.00,0,9.00,9.00,10.00,10.00,7.00,6.00,8.00,5.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,0,8.00,7.00,9.00,6.00,9.00,4.00,7.00,6.00,2,,8,1,3,,,,,
107,1,4,11,15,0,0.23,0,23,4,15.00,21.00,18.00,18.00,10.00,18.00,1,6.00,7.00,8.00,7.00,8.00,6.00,6.00,0.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,0,7.00,8.00,8.00,6.00,6.00,2.00,4.00,4.00,2,,8,1,3,,,,,
107,1,4,18,16,1,0.42,0,25,6,15.00,3.00,50.00,20.00,2.00,10.00,1,8.00,7.00,8.00,8.00,,,8.00,5.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,8.00,9.00,8.00,8.00,8.00,7.00,9.00,9.00,2,,8,1,3,,,,,
107,1,4,6,17,1,0.80,1,29,2,10.00,20.00,20.00,20.00,20.00,10.00,1,8.00,9.00,9.00,10.00,9.00,9.00,8.00,8.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,9.00,9.00,9.00,9.00,9.00,8.00,8.00,6.00,2,,8,1,3,,,,,
107,1,4,7,18,0,0.23,1,29,2,14.00,20.00,18.00,24.00,18.00,6.00,0,7.00,7.00,7.00,7.00,7.00,6.00,7.00,6.00,2,21,Religion,7.00,,,,2,1,1,"Ann Arbor, MI","48,331","74,893.00",1,4,1,Teacher/Professor,2.00,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,1,7.50,8.50,9.00,9.50,9.50,9.00,8.00,6.50,2,,8,1,3,,,,,
108,1,4,16,1,0,0.32,1,34,2,10.00,10.00,30.00,20.00,10.00,20.00,1,5.00,5.00,5.00,5.00,8.00,8.00,5.00,5.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,7.00,7.00,8.00,7.00,5.00,8.00,6.00,5.00,2,3.00,7,1,2,0,2,1,,
108,1,4,3,2,0,0.41,1,22,2,15.00,20.00,20.00,20.00,15.00,10.00,1,9.00,7.00,7.00,9.00,6.00,5.00,8.00,6.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,9.00,6.00,7.00,6.00,5.00,3.00,5.00,2.00,2,3.00,7,1,2,0,2,1,,
108,1,4,9,3,0,0.51,0,23,3,10.00,25.00,20.00,10.00,20.00,15.00,0,7.00,4.00,7.00,2.00,2.00,2.00,5.00,1.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,7.00,7.00,5.00,5.00,4.00,3.00,5.00,3.00,2,3.00,7,1,2,0,2,1,,
108,1,4,8,4,1,0.60,0,26,4,10.00,20.00,15.00,20.00,20.00,15.00,1,6.00,6.00,6.00,6.00,6.00,6.00,7.00,5.00,1,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,7.00,8.00,7.00,7.00,4.00,7.00,7.00,5.00,1,3.00,7,1,2,0,2,1,,
108,1,4,7,5,0,0.31,0,27,4,10.00,20.00,20.00,10.00,20.00,20.00,1,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,6.00,8.00,8.00,7.00,6.00,2.00,6.00,6.00,2,3.00,7,1,2,0,2,1,,
108,1,4,12,6,1,0.55,1,28,2,10.00,10.00,20.00,20.00,20.00,20.00,1,7.00,7.00,7.00,8.00,7.00,7.00,8.00,9.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,8.00,7.00,6.00,7.00,6.00,6.00,7.00,5.00,2,3.00,7,1,2,0,2,1,,
108,1,4,17,7,0,0.56,0,25,6,20.00,20.00,20.00,20.00,10.00,10.00,1,7.00,10.00,10.00,10.00,8.00,10.00,8.00,8.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,6.00,7.00,6.00,7.00,5.00,4.00,6.00,4.00,2,3.00,7,1,2,0,2,1,,
108,1,4,5,8,0,0.83,0,35,3,10.00,32.00,20.00,12.00,11.00,15.00,0,5.00,7.00,9.00,6.00,7.00,5.00,5.00,4.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,6.00,7.00,5.00,7.00,6.00,4.00,6.00,5.00,2,3.00,7,1,2,0,2,1,,
108,1,4,6,9,1,0.76,0,32,3,30.00,30.00,30.00,5.00,0.00,5.00,1,4.00,0.00,8.00,7.00,7.00,6.00,7.00,7.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,7.00,8.00,9.00,8.00,8.00,5.00,7.00,5.00,2,3.00,7,1,2,0,2,1,,
108,1,4,13,10,0,0.33,1,30,2,20.00,25.00,15.00,15.00,15.00,10.00,0,6.00,6.00,6.00,4.00,6.00,1.00,5.00,5.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,7.00,7.00,6.00,5.00,4.00,3.00,5.00,3.00,2,3.00,7,1,2,0,2,1,,
108,1,4,18,11,1,0.44,1,22,2,15.00,20.00,20.00,20.00,5.00,20.00,1,10.00,8.00,6.00,7.00,10.00,5.00,9.00,4.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,8.00,6.00,8.00,7.00,7.00,5.00,8.00,2.00,2,3.00,7,1,2,0,2,1,,
108,1,4,2,12,0,0.55,1,23,2,15.00,15.00,20.00,15.00,15.00,20.00,0,7.00,9.00,7.00,6.00,7.00,5.00,5.00,9.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,7.00,7.00,6.00,6.00,7.00,3.00,5.00,4.00,2,3.00,7,1,2,0,2,1,,
108,1,4,1,13,0,0.31,1,23,2,15.00,15.00,20.00,15.00,20.00,15.00,0,8.00,10.00,10.00,5.00,10.00,8.00,7.00,8.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,8.00,9.00,7.00,8.00,5.00,4.00,7.00,6.00,2,3.00,7,1,2,0,2,1,,
108,1,4,14,14,0,0.39,1,27,2,25.00,15.00,20.00,20.00,20.00,0.00,0,9.00,9.00,8.00,10.00,8.00,7.00,8.00,5.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,6.00,5.00,7.00,6.00,6.00,4.00,5.00,3.00,2,3.00,7,1,2,0,2,1,,
108,1,4,15,15,0,0.52,0,23,4,15.00,21.00,18.00,18.00,10.00,18.00,1,7.00,7.00,6.00,6.00,4.00,5.00,7.00,2.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,6.00,8.00,7.00,6.00,5.00,3.00,5.00,4.00,2,3.00,7,1,2,0,2,1,,
108,1,4,4,16,0,0.39,0,25,6,15.00,3.00,50.00,20.00,2.00,10.00,0,9.00,7.00,8.00,7.00,6.00,7.00,3.00,2.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,8.00,7.00,7.00,9.00,8.00,4.00,7.00,5.00,2,3.00,7,1,2,0,2,1,,
108,1,4,10,17,0,0.72,1,29,2,10.00,20.00,20.00,20.00,20.00,10.00,1,8.00,9.00,10.00,9.00,8.00,9.00,8.00,9.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,0,8.00,7.00,6.00,6.00,8.00,2.00,6.00,4.00,2,3.00,7,1,2,0,2,1,,
108,1,4,11,18,0,0.09,1,29,2,14.00,20.00,18.00,24.00,18.00,6.00,0,7.00,7.00,7.00,7.00,7.00,6.00,7.00,4.00,2,24,Electrical Engineering,5.00,,,,2,1,1,Spain,0,,1,6,3,Engineering,5.00,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,1,8.00,8.00,7.00,7.00,6.00,4.00,7.00,4.00,2,3.00,7,1,2,0,2,1,,
